,activity,name,location,type,unit,code
1228,2121,Landfill of waste: Food,FR,process,ton,FR-Landfill of waste: Food
1229,1726,Manufacture of office machinery and computers,EE,process,ton,EE-Manufacture of office machinery and computers (30)
1230,7791,Casting of metals,WM,process,ton,WM-Casting of metals
1231,3964,Mining of precious metal ores and concentrates,LU,process,ton,LU-Mining of precious metal ores and concentrates
1232,1915,Steam and hot water supply,FI,process,TJ,FI-Steam and hot water supply
1233,2538,Re-processing of secondary lead into new lead,HU,process,ton,HU-Re-processing of secondary lead into new lead
1234,3506,Chemicals nec,JP,process,ton,JP-Chemicals nec
1235,6564,Cultivation of oil seeds,TR,process,ton,TR-Cultivation of oil seeds
1236,3550,Production of electricity nec,JP,process,TJ,JP-Production of electricity nec
1237,2948,"Recreational, cultural and sporting activities",IN,process,Meuro,"IN-Recreational, cultural and sporting activities (92)"
1238,7105,Paper,WA,process,ton,WA-Paper
1239,1135,"Waste water treatment, food",CN,process,ton,"CN-Waste water treatment, food"
1240,5898,Landfill of waste: Wood,ZA,process,ton,ZA-Landfill of waste: Wood
1241,7187,Other business activities,WA,process,Meuro,WA-Other business activities (74)
1242,1919,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",FI,process,Meuro,"FI-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
1243,6909,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",US,process,ton,"US-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
1244,3036,"Manufacture of fabricated metal products, except machinery and equipment",ID,process,ton,"ID-Manufacture of fabricated metal products, except machinery and equipment (28)"
1245,4221,Other land transport,MT,process,Meuro,MT-Other land transport
1246,3848,Re-processing of secondary aluminium into new aluminium,LT,process,ton,LT-Re-processing of secondary aluminium into new aluminium
1247,7869,Other service activities,WM,process,Meuro,WM-Other service activities (93)
1248,4719,Post and telecommunications,NO,process,Meuro,NO-Post and telecommunications (64)
1249,4105,"Cultivation of sugar cane, sugar beet",MT,process,ton,"MT-Cultivation of sugar cane, sugar beet"
1250,6449,Paper,CH,process,ton,CH-Paper
1251,6716,Landfill of waste: Inert/metal/hazardous,TR,process,ton,TR-Landfill of waste: Inert/metal/hazardous
1252,123,Sea and coastal water transport,AU,process,Meuro,AU-Sea and coastal water transport
1253,6146,Re-processing of secondary lead into new lead,ES,process,ton,ES-Re-processing of secondary lead into new lead
1254,5045,Air transport,PT,process,Meuro,PT-Air transport (62)
1255,1042,"Plastics, basic",CN,process,ton,"CN-Plastics, basic"
1256,3025,Precious metals production,ID,process,ton,ID-Precious metals production
1257,1992,Mining of iron ores,FR,process,ton,FR-Mining of iron ores
1258,4487,Re-processing of secondary plastic into new plastic,NL,process,ton,NL-Re-processing of secondary plastic into new plastic
1259,2113,Incineration of waste: Oil/Hazardous waste,FR,process,ton,FR-Incineration of waste: Oil/Hazardous waste
1260,6460,Manufacture of glass and glass products,CH,process,ton,CH-Manufacture of glass and glass products
1261,5339,Manufacture of other transport equipment,RU,process,Meuro,RU-Manufacture of other transport equipment (35)
1262,1498,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",DK,process,ton,"DK-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
1263,2988,Processing of meat poultry,ID,process,ton,ID-Processing of meat poultry
1264,3630,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",LV,process,ton,"LV-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
1265,4341,"Lead, zinc and tin production",MX,process,ton,"MX-Lead, zinc and tin production"
1266,6535,Incineration of waste: Food,CH,process,ton,CH-Incineration of waste: Food
1267,3253,Education,IE,process,Meuro,IE-Education (80)
1268,1532,Petroleum Refinery,DK,process,ton,DK-Petroleum Refinery
1269,5747,Cultivation of crops nec,ZA,process,ton,ZA-Cultivation of crops nec
1270,2619,Activities of membership organisation n.e.c.,HU,process,Meuro,HU-Activities of membership organisation n.e.c. (91)
1271,1827,Mining of uranium and thorium ores,FI,process,ton,FI-Mining of uranium and thorium ores (12)
1272,4196,Production of electricity by gas,MT,process,TJ,MT-Production of electricity by gas
1273,585,Recycling of waste and scrap,BR,process,Meuro,BR-Recycling of waste and scrap
1274,6773,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",GB,process,ton,"GB-Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)"
1275,2534,Re-processing of secondary preciuos metals into new preciuos metals,HU,process,ton,HU-Re-processing of secondary preciuos metals into new preciuos metals
1276,6176,Distribution and trade of electricity,ES,process,Meuro,ES-Distribution and trade of electricity
1277,3382,Production of electricity by solar photovoltaic,IT,process,TJ,IT-Production of electricity by solar photovoltaic
1278,6295,Manufacture of rubber and plastic products,SE,process,ton,SE-Manufacture of rubber and plastic products (25)
1279,4295,Quarrying of stone,MX,process,ton,MX-Quarrying of stone
1280,1190,Processing of Food products nec,CY,process,ton,CY-Processing of Food products nec
1281,7117,Re-processing of secondary glass into new glass,WA,process,ton,WA-Re-processing of secondary glass into new glass
1282,1389,"Lead, zinc and tin production",CZ,process,ton,"CZ-Lead, zinc and tin production"
1283,3549,Production of electricity by Geothermal,JP,process,TJ,JP-Production of electricity by Geothermal
1284,5067,"Biogasification of paper, incl. land application",PT,process,ton,"PT-Biogasification of paper, incl. land application"
1285,7781,Precious metals production,WM,process,ton,WM-Precious metals production
1286,3184,"Manufacture of cement, lime and plaster",IE,process,ton,"IE-Manufacture of cement, lime and plaster"
1287,478,"Composting of paper and wood, incl. land application",BE,process,ton,"BE-Composting of paper and wood, incl. land application"
1288,7675,Real estate activities,WF,process,Meuro,WF-Real estate activities (70)
1289,3810,Processing vegetable oils and fats,LT,process,ton,LT-Processing vegetable oils and fats
1290,3193,"Lead, zinc and tin production",IE,process,ton,"IE-Lead, zinc and tin production"
1291,3326,Manufacture of textiles,IT,process,ton,IT-Manufacture of textiles (17)
1292,7618,Re-processing of secondary preciuos metals into new preciuos metals,WF,process,ton,WF-Re-processing of secondary preciuos metals into new preciuos metals
1293,3346,Manufacture of ceramic goods,IT,process,ton,IT-Manufacture of ceramic goods
1294,3217,Production of electricity by biomass and waste,IE,process,TJ,IE-Production of electricity by biomass and waste
1295,7787,Copper production,WM,process,ton,WM-Copper production
1296,58,"Plastics, basic",AU,process,ton,"AU-Plastics, basic"
1297,3805,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",LT,process,ton,"LT-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
1298,1825,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",FI,process,ton,"FI-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
1299,159,Activities of membership organisation n.e.c.,AU,process,Meuro,AU-Activities of membership organisation n.e.c. (91)
1300,1661,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",EE,process,ton,"EE-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
1301,5684,Distribution and trade of electricity,SI,process,Meuro,SI-Distribution and trade of electricity
1302,6337,Production of electricity by Geothermal,SE,process,TJ,SE-Production of electricity by Geothermal
1303,3625,"Forestry, logging and related service activities",LV,process,ton,"LV-Forestry, logging and related service activities (02)"
1304,4235,Other business activities,MT,process,Meuro,MT-Other business activities (74)
1305,7551,Cultivation of crops nec,WF,process,ton,WF-Cultivation of crops nec
1306,6783,Re-processing of secondary plastic into new plastic,GB,process,ton,GB-Re-processing of secondary plastic into new plastic
1307,6770,Manufacture of textiles,GB,process,ton,GB-Manufacture of textiles (17)
1308,2848,N-fertiliser,IN,process,ton,IN-N-fertiliser
1309,3301,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",IT,process,ton,"IT-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
1310,5487,Aluminium production,SK,process,ton,SK-Aluminium production
1311,6001,Production of electricity by nuclear,KR,process,TJ,KR-Production of electricity by nuclear
1312,4662,Manufacture of other non-metallic mineral products n.e.c.,NO,process,ton,NO-Manufacture of other non-metallic mineral products n.e.c.
1313,7710,Cultivation of cereal grains nec,WM,process,ton,WM-Cultivation of cereal grains nec
1314,5333,Manufacture of machinery and equipment n.e.c.,RU,process,ton,RU-Manufacture of machinery and equipment n.e.c. (29)
1315,3776,Cultivation of oil seeds,LT,process,ton,LT-Cultivation of oil seeds
1316,4412,"Biogasification of sewage slugde, incl. land application",MX,process,ton,"MX-Biogasification of sewage slugde, incl. land application"
1317,6962,Re-processing of secondary preciuos metals into new preciuos metals,US,process,ton,US-Re-processing of secondary preciuos metals into new preciuos metals
1318,5317,Re-processing of ash into clinker,RU,process,ton,RU-Re-processing of ash into clinker
1319,6771,Manufacture of wearing apparel; dressing and dyeing of fur,GB,process,ton,GB-Manufacture of wearing apparel; dressing and dyeing of fur (18)
1320,1126,Incineration of waste: Metals and Inert materials,CN,process,ton,CN-Incineration of waste: Metals and Inert materials
1321,3127,Meat animals nec,IE,process,ton,IE-Meat animals nec
1322,6255,Mining of uranium and thorium ores,SE,process,ton,SE-Mining of uranium and thorium ores (12)
1323,1418,Production of electricity nec,CZ,process,TJ,CZ-Production of electricity nec
1324,7099,Manufacture of wearing apparel; dressing and dyeing of fur,WA,process,ton,WA-Manufacture of wearing apparel; dressing and dyeing of fur (18)
1325,4579,"Waste water treatment, food",NL,process,ton,"NL-Waste water treatment, food"
1326,6878,Landfill of waste: Paper,GB,process,ton,GB-Landfill of waste: Paper
1327,2688,Manufacture of glass and glass products,HR,process,ton,HR-Manufacture of glass and glass products
1328,1322,Poultry farming,CZ,process,ton,CZ-Poultry farming
1329,1737,Production of electricity by nuclear,EE,process,TJ,EE-Production of electricity by nuclear
1330,419,Manufacture of other transport equipment,BE,process,Meuro,BE-Manufacture of other transport equipment (35)
1331,6089,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",ES,process,ton,"ES-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
1332,900,Re-processing of secondary copper into new copper,CA,process,ton,CA-Re-processing of secondary copper into new copper
1333,1677,Production of meat products nec,EE,process,ton,EE-Production of meat products nec
1334,7,Cultivation of crops nec,AU,process,ton,AU-Cultivation of crops nec
1335,5175,Manufacture of other transport equipment,RO,process,Meuro,RO-Manufacture of other transport equipment (35)
1336,5611,Processing of meat pigs,SI,process,ton,SI-Processing of meat pigs
1337,4691,Production of electricity by wind,NO,process,TJ,NO-Production of electricity by wind
1338,1307,Activities of membership organisation n.e.c.,CY,process,Meuro,CY-Activities of membership organisation n.e.c. (91)
1339,3486,Processing of Food products nec,JP,process,ton,JP-Processing of Food products nec
1340,7546,Cultivation of cereal grains nec,WF,process,ton,WF-Cultivation of cereal grains nec
1341,2608,"Biogasification of sewage slugde, incl. land application",HU,process,ton,"HU-Biogasification of sewage slugde, incl. land application"
1342,4774,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",PL,process,ton,"PL-Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
1343,7080,Mining of precious metal ores and concentrates,WA,process,ton,WA-Mining of precious metal ores and concentrates
1344,729,Precious metals production,BG,process,ton,BG-Precious metals production
1345,4399,Other business activities,MX,process,Meuro,MX-Other business activities (74)
1346,2318,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",GR,process,ton,"GR-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
1347,7684,Incineration of waste: Paper,WF,process,ton,WF-Incineration of waste: Paper
1348,5535,Sea and coastal water transport,SK,process,Meuro,SK-Sea and coastal water transport
1349,522,Mining of other non-ferrous metal ores and concentrates,BR,process,ton,BR-Mining of other non-ferrous metal ores and concentrates
1350,3860,"Manufacture of radio, television and communication equipment and apparatus",LT,process,ton,"LT-Manufacture of radio, television and communication equipment and apparatus (32)"
1351,2282,"Composting of paper and wood, incl. land application",DE,process,ton,"DE-Composting of paper and wood, incl. land application"
1352,3031,Copper production,ID,process,ton,ID-Copper production
1353,7445,Re-processing of secondary glass into new glass,WE,process,ton,WE-Re-processing of secondary glass into new glass
1354,4822,Manufacture of ceramic goods,PL,process,ton,PL-Manufacture of ceramic goods
1355,7033,Incineration of waste: Oil/Hazardous waste,US,process,ton,US-Incineration of waste: Oil/Hazardous waste
1356,3575,Real estate activities,JP,process,Meuro,JP-Real estate activities (70)
1357,3432,"Waste water treatment, other",IT,process,ton,"IT-Waste water treatment, other"
1358,2294,Private households with employed persons,DE,process,Meuro,DE-Private households with employed persons (95)
1359,1659,Mining of coal and lignite; extraction of peat,EE,process,ton,EE-Mining of coal and lignite; extraction of peat (10)
1360,2107,Incineration of waste: Food,FR,process,ton,FR-Incineration of waste: Food
1361,783,Post and telecommunications,BG,process,Meuro,BG-Post and telecommunications (64)
1362,3376,Production of electricity by gas,IT,process,TJ,IT-Production of electricity by gas
1363,5192,Distribution and trade of electricity,RO,process,Meuro,RO-Distribution and trade of electricity
1364,7736,Mining of precious metal ores and concentrates,WM,process,ton,WM-Mining of precious metal ores and concentrates
1365,787,Real estate activities,BG,process,Meuro,BG-Real estate activities (70)
1366,5170,Manufacture of office machinery and computers,RO,process,ton,RO-Manufacture of office machinery and computers (30)
1367,6002,Production of electricity by hydro,KR,process,TJ,KR-Production of electricity by hydro
1368,1286,Health and social work,CY,process,Meuro,CY-Health and social work (85)
1369,990,Cultivation of plant-based fibers,CN,process,ton,CN-Cultivation of plant-based fibers
1370,923,Production of electricity by solar thermal,CA,process,TJ,CA-Production of electricity by solar thermal
1371,5014,Recycling of bottles by direct reuse,PT,process,ton,PT-Recycling of bottles by direct reuse
1372,6232,Cultivation of paddy rice,SE,process,ton,SE-Cultivation of paddy rice
1373,4,Cultivation of oil seeds,AU,process,ton,AU-Cultivation of oil seeds
1374,7368,"Waste water treatment, other",WL,process,ton,"WL-Waste water treatment, other"
1375,3408,"Financial intermediation, except insurance and pension funding",IT,process,Meuro,"IT-Financial intermediation, except insurance and pension funding (65)"
1376,7025,Education,US,process,Meuro,US-Education (80)
1377,3825,Paper,LT,process,ton,LT-Paper
1378,1159,Meat animals nec,CY,process,ton,CY-Meat animals nec
1379,7021,Computer and related activities,US,process,Meuro,US-Computer and related activities (72)
1380,6921,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",US,process,ton,"US-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
1381,3327,Manufacture of wearing apparel; dressing and dyeing of fur,IT,process,ton,IT-Manufacture of wearing apparel; dressing and dyeing of fur (18)
1382,4264,Cultivation of paddy rice,MX,process,ton,MX-Cultivation of paddy rice
1383,996,Animal products nec,CN,process,ton,CN-Animal products nec
1384,2425,"Insurance and pension funding, except compulsory social security",GR,process,Meuro,"GR-Insurance and pension funding, except compulsory social security (66)"
1385,2369,Precious metals production,GR,process,ton,GR-Precious metals production
1386,824,Cultivation of oil seeds,CA,process,ton,CA-Cultivation of oil seeds
1387,7118,Manufacture of ceramic goods,WA,process,ton,WA-Manufacture of ceramic goods
1388,6209,Incineration of waste: Plastic,ES,process,ton,ES-Incineration of waste: Plastic
1389,305,Incineration of waste: Plastic,AT,process,ton,AT-Incineration of waste: Plastic
1390,1369,Processing of nuclear fuel,CZ,process,TJ,CZ-Processing of nuclear fuel
1391,5668,Manufacture of furniture; manufacturing n.e.c.,SI,process,ton,SI-Manufacture of furniture; manufacturing n.e.c. (36)
1392,6147,Copper production,ES,process,ton,ES-Copper production
1393,2375,Copper production,GR,process,ton,GR-Copper production
1394,4649,Processing of nuclear fuel,NO,process,TJ,NO-Processing of nuclear fuel
1395,4690,Production of electricity by hydro,NO,process,TJ,NO-Production of electricity by hydro
1396,4314,Re-processing of secondary wood material into new wood material,MX,process,ton,MX-Re-processing of secondary wood material into new wood material
1397,27,Mining of aluminium ores and concentrates,AU,process,ton,AU-Mining of aluminium ores and concentrates
1398,7512,Renting of machinery and equipment without operator and of personal and household goods,WE,process,Meuro,WE-Renting of machinery and equipment without operator and of personal and household goods (71)
1399,6223,Landfill of waste: Plastic,ES,process,ton,ES-Landfill of waste: Plastic
1400,5034,Re-processing of secondary construction material into aggregates,PT,process,ton,PT-Re-processing of secondary construction material into aggregates
1401,630,Health and social work,BR,process,Meuro,BR-Health and social work (85)
1402,5624,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",SI,process,ton,"SI-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
1403,6515,Hotels and restaurants,CH,process,Meuro,CH-Hotels and restaurants (55)
1404,360,Quarrying of sand and clay,BE,process,ton,BE-Quarrying of sand and clay
1405,7287,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,WL,process,ton,WL-Manufacture of basic iron and steel and of ferro-alloys and first products thereof
1406,6242,Poultry farming,SE,process,ton,SE-Poultry farming
1407,1310,Private households with employed persons,CY,process,Meuro,CY-Private households with employed persons (95)
1408,7662,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",WF,process,Meuro,"WF-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
1409,7610,Manufacture of ceramic goods,WF,process,ton,WF-Manufacture of ceramic goods
1410,3535,Manufacture of other transport equipment,JP,process,Meuro,JP-Manufacture of other transport equipment (35)
1411,4722,Activities auxiliary to financial intermediation,NO,process,Meuro,NO-Activities auxiliary to financial intermediation (67)
1412,5772,Quarrying of sand and clay,ZA,process,ton,ZA-Quarrying of sand and clay
1413,6005,Production of electricity by biomass and waste,KR,process,TJ,KR-Production of electricity by biomass and waste
1414,7651,Transmission of electricity,WF,process,Meuro,WF-Transmission of electricity
1415,849,"Mining of lead, zinc and tin ores and concentrates",CA,process,ton,"CA-Mining of lead, zinc and tin ores and concentrates"
1416,4379,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",MX,process,Meuro,"MX-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
1417,3423,Incineration of waste: Textiles,IT,process,ton,IT-Incineration of waste: Textiles
1418,3243,Post and telecommunications,IE,process,Meuro,IE-Post and telecommunications (64)
1419,2937,"Composting of food waste, incl. land application",IN,process,ton,"IN-Composting of food waste, incl. land application"
1420,3261,Incineration of waste: Oil/Hazardous waste,IE,process,ton,IE-Incineration of waste: Oil/Hazardous waste
1421,1147,Extra-territorial organizations and bodies,CN,process,Meuro,CN-Extra-territorial organizations and bodies
1422,7261,Manufacture of tobacco products,WL,process,ton,WL-Manufacture of tobacco products (16)
1423,6953,Re-processing of secondary glass into new glass,US,process,ton,US-Re-processing of secondary glass into new glass
1424,1097,Construction,CN,process,Meuro,CN-Construction (45)
1425,5758,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",ZA,process,ton,"ZA-Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)"
1426,1041,Processing of nuclear fuel,CN,process,TJ,CN-Processing of nuclear fuel
1427,4380,Retail sale of automotive fuel,MX,process,Meuro,MX-Retail sale of automotive fuel
1428,790,Research and development,BG,process,Meuro,BG-Research and development (73)
1429,5236,"Waste water treatment, other",RO,process,ton,"RO-Waste water treatment, other"
1430,5380,Renting of machinery and equipment without operator and of personal and household goods,RU,process,Meuro,RU-Renting of machinery and equipment without operator and of personal and household goods (71)
1431,1357,Manufacture of tobacco products,CZ,process,ton,CZ-Manufacture of tobacco products (16)
1432,5648,Re-processing of secondary steel into new steel,SI,process,ton,SI-Re-processing of secondary steel into new steel
1433,1155,Cultivation of crops nec,CY,process,ton,CY-Cultivation of crops nec
1434,3008,Petroleum Refinery,ID,process,ton,ID-Petroleum Refinery
1435,4602,Poultry farming,NO,process,ton,NO-Poultry farming
1436,2493,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",HU,process,ton,"HU-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
1437,6983,Production of electricity by coal,US,process,TJ,US-Production of electricity by coal
1438,7483,Production of electricity by solar thermal,WE,process,TJ,WE-Production of electricity by solar thermal
1439,5990,Manufacture of office machinery and computers,KR,process,ton,KR-Manufacture of office machinery and computers (30)
1440,5409,Other service activities,RU,process,Meuro,RU-Other service activities (93)
1441,1798,Landfill of waste: Wood,EE,process,ton,EE-Landfill of waste: Wood
1442,6815,Manufacture of other transport equipment,GB,process,Meuro,GB-Manufacture of other transport equipment (35)
1443,234,Manufacture of other non-metallic mineral products n.e.c.,AT,process,ton,AT-Manufacture of other non-metallic mineral products n.e.c.
1444,4458,Mining of other non-ferrous metal ores and concentrates,NL,process,ton,NL-Mining of other non-ferrous metal ores and concentrates
1445,5621,Manufacture of tobacco products,SI,process,ton,SI-Manufacture of tobacco products (16)
1446,2269,Education,DE,process,Meuro,DE-Education (80)
1447,607,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",BR,process,Meuro,"BR-Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
1448,7738,Mining of other non-ferrous metal ores and concentrates,WM,process,ton,WM-Mining of other non-ferrous metal ores and concentrates
1449,7816,Distribution and trade of electricity,WM,process,Meuro,WM-Distribution and trade of electricity
1450,3940,Cultivation of oil seeds,LU,process,ton,LU-Cultivation of oil seeds
1451,6234,Cultivation of cereal grains nec,SE,process,ton,SE-Cultivation of cereal grains nec
1452,4109,Pigs farming,MT,process,ton,MT-Pigs farming
1453,6282,Re-processing of secondary wood material into new wood material,SE,process,ton,SE-Re-processing of secondary wood material into new wood material
1454,3022,Manufacture of other non-metallic mineral products n.e.c.,ID,process,ton,ID-Manufacture of other non-metallic mineral products n.e.c.
1455,3460,"Manure treatment (biogas), storage and land application",JP,process,ton,"JP-Manure treatment (biogas), storage and land application"
1456,4886,Activities auxiliary to financial intermediation,PL,process,Meuro,PL-Activities auxiliary to financial intermediation (67)
1457,6358,Supporting and auxiliary transport activities; activities of travel agencies,SE,process,Meuro,SE-Supporting and auxiliary transport activities; activities of travel agencies (63)
1458,3761,Landfill of waste: Food,LV,process,ton,LV-Landfill of waste: Food
1459,2201,Re-processing of ash into clinker,DE,process,ton,DE-Re-processing of ash into clinker
1460,2974,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",ID,process,ton,"ID-Extraction, liquefaction, and regasification of other petroleum and gaseous materials"
1461,25,Mining of copper ores and concentrates,AU,process,ton,AU-Mining of copper ores and concentrates
1462,7695,"Waste water treatment, food",WF,process,ton,"WF-Waste water treatment, food"
1463,2501,Sugar refining,HU,process,ton,HU-Sugar refining
1464,1872,"Manufacture of cement, lime and plaster",FI,process,ton,"FI-Manufacture of cement, lime and plaster"
1465,7817,Manufacture of gas;,WM,process,ton,WM-Manufacture of gas;
1466,7031,Incineration of waste: Textiles,US,process,ton,US-Incineration of waste: Textiles
1467,4699,Transmission of electricity,NO,process,Meuro,NO-Transmission of electricity
1468,2142,Poultry farming,DE,process,ton,DE-Poultry farming
1469,1247,Production of electricity by wind,CY,process,TJ,CY-Production of electricity by wind
1470,7597,Paper,WF,process,ton,WF-Paper
1471,2044,Re-processing of secondary aluminium into new aluminium,FR,process,ton,FR-Re-processing of secondary aluminium into new aluminium
1472,3131,"Manure treatment (conventional), storage and land application",IE,process,ton,"IE-Manure treatment (conventional), storage and land application"
1473,3100,"Biogasification of sewage slugde, incl. land application",ID,process,ton,"ID-Biogasification of sewage slugde, incl. land application"
1474,2559,Production of electricity by wind,HU,process,TJ,HU-Production of electricity by wind
1475,4322,"Plastics, basic",MX,process,ton,"MX-Plastics, basic"
1476,7807,Production of electricity by wind,WM,process,TJ,WM-Production of electricity by wind
1477,6929,Sugar refining,US,process,ton,US-Sugar refining
1478,5761,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",ZA,process,ton,"ZA-Extraction of natural gas and services related to natural gas extraction, excluding surveying"
1479,1023,Processing of dairy products,CN,process,ton,CN-Processing of dairy products
1480,1196,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",CY,process,ton,"CY-Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
1481,7608,Manufacture of glass and glass products,WF,process,ton,WF-Manufacture of glass and glass products
1482,4010,Re-processing of secondary preciuos metals into new preciuos metals,LU,process,ton,LU-Re-processing of secondary preciuos metals into new preciuos metals
1483,2847,Re-processing of secondary plastic into new plastic,IN,process,ton,IN-Re-processing of secondary plastic into new plastic
1484,6415,Mining of coal and lignite; extraction of peat,CH,process,ton,CH-Mining of coal and lignite; extraction of peat (10)
1485,455,Post and telecommunications,BE,process,Meuro,BE-Post and telecommunications (64)
1486,5810,Manufacture of other non-metallic mineral products n.e.c.,ZA,process,ton,ZA-Manufacture of other non-metallic mineral products n.e.c.
1487,7081,"Mining of lead, zinc and tin ores and concentrates",WA,process,ton,"WA-Mining of lead, zinc and tin ores and concentrates"
1488,668,Animal products nec,BG,process,ton,BG-Animal products nec
1489,2100,Renting of machinery and equipment without operator and of personal and household goods,FR,process,Meuro,FR-Renting of machinery and equipment without operator and of personal and household goods (71)
1490,3249,Computer and related activities,IE,process,Meuro,IE-Computer and related activities (72)
1491,1438,Supporting and auxiliary transport activities; activities of travel agencies,CZ,process,Meuro,CZ-Supporting and auxiliary transport activities; activities of travel agencies (63)
1492,7068,"Manure treatment (biogas), storage and land application",WA,process,ton,"WA-Manure treatment (biogas), storage and land application"
1493,7508,"Financial intermediation, except insurance and pension funding",WE,process,Meuro,"WE-Financial intermediation, except insurance and pension funding (65)"
1494,1768,"Financial intermediation, except insurance and pension funding",EE,process,Meuro,"EE-Financial intermediation, except insurance and pension funding (65)"
1495,4201,Production of electricity by biomass and waste,MT,process,TJ,MT-Production of electricity by biomass and waste
1496,951,Real estate activities,CA,process,Meuro,CA-Real estate activities (70)
1497,4865,Manufacture of gas;,PL,process,ton,PL-Manufacture of gas;
1498,3679,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,LV,process,ton,LV-Manufacture of basic iron and steel and of ferro-alloys and first products thereof
1499,2080,"Collection, purification and distribution of water",FR,process,Meuro,"FR-Collection, purification and distribution of water (41)"
1500,2971,Mining of coal and lignite; extraction of peat,ID,process,ton,ID-Mining of coal and lignite; extraction of peat (10)
1501,6847,Sea and coastal water transport,GB,process,Meuro,GB-Sea and coastal water transport
1502,4958,Processing vegetable oils and fats,PT,process,ton,PT-Processing vegetable oils and fats
1503,7125,Precious metals production,WA,process,ton,WA-Precious metals production
1504,6725,Cultivation of wheat,GB,process,ton,GB-Cultivation of wheat
1505,1632,Landfill of waste: Inert/metal/hazardous,DK,process,ton,DK-Landfill of waste: Inert/metal/hazardous
1506,2166,Processing of meat cattle,DE,process,ton,DE-Processing of meat cattle
1507,5556,Incineration of waste: Wood,SK,process,ton,SK-Incineration of waste: Wood
1508,5770,Mining of other non-ferrous metal ores and concentrates,ZA,process,ton,ZA-Mining of other non-ferrous metal ores and concentrates
1509,5913,Pigs farming,KR,process,ton,KR-Pigs farming
1510,6567,Cultivation of crops nec,TR,process,ton,TR-Cultivation of crops nec
1511,462,Research and development,BE,process,Meuro,BE-Research and development (73)
1512,1693,Paper,EE,process,ton,EE-Paper
1513,1226,Re-processing of secondary lead into new lead,CY,process,ton,CY-Re-processing of secondary lead into new lead
1514,1719,Copper production,EE,process,ton,EE-Copper production
1515,590,Production of electricity by hydro,BR,process,TJ,BR-Production of electricity by hydro
1516,4913,Landfill of waste: Textiles,PL,process,ton,PL-Landfill of waste: Textiles
1517,2566,Production of electricity nec,HU,process,TJ,HU-Production of electricity nec
1518,6483,Manufacture of electrical machinery and apparatus n.e.c.,CH,process,ton,CH-Manufacture of electrical machinery and apparatus n.e.c. (31)
1519,5213,"Insurance and pension funding, except compulsory social security",RO,process,Meuro,"RO-Insurance and pension funding, except compulsory social security (66)"
